
(0-67 ARASI VERİLER) **** 1. derece yaklaştırma katsayıları ****
a0=-27526.3459972863 | a1=2775.3310719131614 | 
r değeri = 0.982985215495855

27.GÜN | Gerçek veri: 34109.0 , Yaklaşım verisi : 38079.8373613797
28.GÜN | Gerçek veri: 38226.0 , Yaklaşım verisi : 41734.6162998034
29.GÜN | Gerçek veri: 42282.0 , Yaklaşım verisi : 45450.2010033369
30.GÜN | Gerçek veri: 47029.0 , Yaklaşım verisi : 49215.5666416154
31.GÜN | Gerçek veri: 52167.0 , Yaklaşım verisi : 53019.9347597329
32.GÜN | Gerçek veri: 56956.0 , Yaklaşım verisi : 56852.7732782422
33.GÜN | Gerçek veri: 61049.0 , Yaklaşım verisi : 60703.7964931547
34.GÜN | Gerçek veri: 65111.0 , Yaklaşım verisi : 64562.9650759406
35.GÜN | Gerçek veri: 69392.0 , Yaklaşım verisi : 68420.4860735288
36.GÜN | Gerçek veri: 74193.0 , Yaklaşım verisi : 72266.8129083068
37.GÜN | Gerçek veri: 78546.0 , Yaklaşım verisi : 76092.6453781212
38.GÜN | Gerçek veri: 82329.0 , Yaklaşım verisi : 79888.9296562771
39.GÜN | Gerçek veri: 86306.0 , Yaklaşım verisi : 83646.8582915380
40.GÜN | Gerçek veri: 90980.0 , Yaklaşım verisi : 87357.8702081266
41.GÜN | Gerçek veri: 95591.0 , Yaklaşım verisi : 91013.6507057244
42.GÜN | Gerçek veri: 98674.0 , Yaklaşım verisi : 94606.1314594710
43.GÜN | Gerçek veri: 101790.0 , Yaklaşım verisi : 98127.4905199654
44.GÜN | Gerçek veri: 104912.0 , Yaklaşım verisi : 101570.152313265
45.GÜN | Gerçek veri: 107773.0 , Yaklaşım verisi : 104926.787640886
46.GÜN | Gerçek veri: 110130.0 , Yaklaşım verisi : 108190.313679803
47.GÜN | Gerçek veri: 112261.0 , Yaklaşım verisi : 111353.893982450
48.GÜN | Gerçek veri: 114653.0 , Yaklaşım verisi : 114410.938476719
49.GÜN | Gerçek veri: 117589.0 , Yaklaşım verisi : 117355.103465962
50.GÜN | Gerçek veri: 120204.0 , Yaklaşım verisi : 120180.291628988
51.GÜN | Gerçek veri: 122392.0 , Yaklaşım verisi : 122880.652020065
52.GÜN | Gerçek veri: 124375.0 , Yaklaşım verisi : 125450.580068921
53.GÜN | Gerçek veri: 126045.0 , Yaklaşım verisi : 127884.717580743
54.GÜN | Gerçek veri: 127659.0 , Yaklaşım verisi : 130177.952736174
55.GÜN | Gerçek veri: 129491.0 , Yaklaşım verisi : 132325.420091318
56.GÜN | Gerçek veri: 131744.0 , Yaklaşım verisi : 134322.500577737
57.GÜN | Gerçek veri: 133721.0 , Yaklaşım verisi : 136164.821502453
58.GÜN | Gerçek veri: 135569.0 , Yaklaşım verisi : 137848.256547945
59.GÜN | Gerçek veri: 137115.0 , Yaklaşım verisi : 139368.925772150
60.GÜN | Gerçek veri: 138657.0 , Yaklaşım verisi : 140723.195608467
61.GÜN | Gerçek veri: 139771.0 , Yaklaşım verisi : 141907.678865752
62.GÜN | Gerçek veri: 141475.0 , Yaklaşım verisi : 142919.234728318
63.GÜN | Gerçek veri: 143114.0 , Yaklaşım verisi : 143754.968755938
64.GÜN | Gerçek veri: 144749.0 , Yaklaşım verisi : 144412.232883846
65.GÜN | Gerçek veri: 146457.0 , Yaklaşım verisi : 144888.625422731
66.GÜN | Gerçek veri: 148067.0 , Yaklaşım verisi : 145181.991058744
67.GÜN | Gerçek veri: 149435.0 , Yaklaşım verisi : 145290.420853491

(0-67 ARASI VERİLER) **** 5. derece yaklaştırma katsayıları ****
a0=-750.6355628392447 | a1=779.3458692269699 | a2=-171.45673530398145 | a3=12.741421618543205 | a4=-0.2492942251772015 | a5=0.0015268227605312163 | 
r değeri = 0.999858081834712

1.GÜN | Gerçek veri: 1.0 , Yaklaşım verisi : -130.252774700130
2.GÜN | Gerçek veri: 5.0 , Yaklaşım verisi : 220.220758072617
3.GÜN | Gerçek veri: 6.0 , Yaklaşım verisi : 368.487996497954
4.GÜN | Gerçek veri: 18.0 , Yaklaşım verisi : 376.635277653117
5.GÜN | Gerçek veri: 47.0 , Yaklaşım verisi : 301.315533404878
6.GÜN | Gerçek veri: 98.0 , Yaklaşım verisi : 193.931509140813
7.GÜN | Gerçek veri: 191.0 , Yaklaşım verisi : 100.818982500559
8.GÜN | Gerçek veri: 359.0 , Yaklaşım verisi : 63.4299821070908
9.GÜN | Gerçek veri: 670.0 , Yaklaşım verisi : 118.516006297972
10.GÜN | Gerçek veri: 947.0 , Yaklaşım verisi : 298.311241856620
